TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
6,82E+13;0.1693;-21.787;98.994
6,82E+13;0.4100;-20.494;92.873
6,82E+13;-0.0068;-21.045;96.071
6,82E+13;-0.2715;-22.338;92.263
6,82E+13;-0.1170;-22.075;100.168
6,82E+13;0.1034;-20.087;99.832
6,82E+13;-0.1481;-20.039;93.257
6,82E+13;-0.1026;-21.428;99.904
6,82E+13;0.0064;-20.793;96.419
6,82E+13;-0.1709;-21.692;96.802
6,82E+13;-0.0523;-19.787;94.874
6,82E+13;-0.1649;-22.662;90.837
6,82E+13;-0.0188;-19.763;97.365
6,82E+13;-0.0392;-21.272;94.694
6,82E+13;-0.0427;-18.158;95.892
6,82E+13;-0.0511;-19.955;89.160
6,82E+13;0.0339;-20.985;98.120
6,82E+13;-0.0439;-19.847;90.789
6,82E+13;-0.2488;-20.075;87.256
6,82E+13;-0.1757;-22.063;98.383
6,82E+13;-0.0092;-21.584;101.809
6,82E+13;-0.1338;-20.254;93.376
6,82E+13;-0.2440;-22.279;92.370
6,82E+13;-0.0164;-21.524;101.030
6,82E+13;0.0950;-21.799;98.575
6,82E+13;0.0135;-20.242;95.676
6,82E+13;-0.2056;-22.291;95.616
6,82E+13;-0.0296;-23.812;103.581
6,82E+13;0.2830;-18.170;98.431
6,82E+13;-0.2068;-22.626;92.179
6,82E+13;-0.2404;-18.290;98.730
6,82E+13;-0.2272;-23.632;93.149
6,82E+13;-0.1302;-19.212;105.701
6,82E+13;0.0076;-21.045;84.393
6,82E+13;0.0567;-20.242;101.258
6,82E+13;-0.1194;-19.871;90.502
6,82E+13;-0.3841;-21.129;92.083
6,82E+13;-0.0284;-19.835;96.970
6,82E+13;-0.1134;-22.770;94.754
6,82E+13;-0.2332;-20.326;102.036
6,82E+13;-0.0308;-21.380;86.945
6,82E+13;-0.1793;-20.650;97.197
6,82E+13;-0.2116;-22.650;96.742
6,82E+13;-0.3051;-22.171;100.431
6,82E+13;-0.1565;-24.530;93.029
6,82E+13;-0.1805;-24.926;98.563
6,82E+13;-0.2907;-23.716;102.994
6,82E+13;-0.2428;-23.584;91.125
6,82E+13;-0.3362;-23.416;98.371
6,82E+13;-0.2284;-24.638;94.946
6,82E+13;-0.0320;-23.536;102.072
6,82E+13;0.0279;-21.308;95.257
6,82E+13;-0.2128;-23.560;91.316
6,82E+13;-0.3637;-23.872;104.252
6,82E+13;-0.2607;-24.650;97.413
6,82E+13;-0.1865;-24.399;94.946
6,82E+13;-0.2032;-25.764;98.479
6,82E+13;-0.0415;-25.740;96.467
6,82E+13;0.0914;-24.327;91.448
6,82E+13;-0.4512;-27.249;97.844
6,82E+13;-0.2595;-24.638;102.683
6,82E+13;0.3681;-28.195;87.651
6,82E+13;-0.6237;-27.752;103.402
6,82E+13;0.1537;-26.099;87.819
6,82E+13;0.1465;-23.884;91.137
6,82E+13;-0.3853;-22.973;84.621
6,82E+13;0.2663;-24.650;77.506
6,82E+13;-0.4907;-24.722;96.586
6,82E+13;0.0088;-26.674;87.364
6,82E+13;0.2723;-24.411;89.711
6,82E+13;-0.5745;-25.656;99.892
6,82E+13;0.1249;-27.644;83.998
6,82E+13;-0.1110;-26.303;102.887
6,82E+13;0.0674;-26.363;81.123
6,82E+13;0.0734;-26.507;96.395
6,82E+13;-0.1517;-27.165;89.508
6,82E+13;-0.0116;-25.992;103.450
6,82E+13;0.2938;-27.285;100.671
6,82E+13;-0.1326;-26.794;98.706
6,82E+13;-0.0631;-27.441;89.891
6,82E+13;-0.3386;-28.339;104.276
6,82E+13;0.0411;-23.321;96.431
6,82E+13;0.0591;-22.063;101.869
6,82E+13;0.0183;-24.518;98.874
6,82E+13;0.0758;-21.728;100.599
6,82E+13;-0.0487;-20.817;93.281
6,82E+13;0.0567;-21.512;101.258
6,82E+13;-0.1062;-21.668;96.958
6,82E+13;0.2351;-20.626;94.143
6,82E+13;-0.2643;-20.470;101.701
6,82E+13;0.1046;-20.973;92.382
6,82E+13;0.0926;-21.356;94.934
6,82E+13;-0.0439;-21.141;97.676
6,82E+13;0.2232;-21.165;90.861
6,82E+13;-0.4176;-19.500;99.820
6,82E+13;0.0818;-23.452;93.185
6,82E+13;-0.1146;-21.895;94.275
6,82E+13;-0.0439;-23.848;100.204
6,82E+13;0.1417;-22.171;86.477
6,82E+13;-0.4691;-23.213;103.414
6,82E+13;0.1729;-22.219;92.071
6,82E+13;-0.4620;-24.530;94.251
6,82E+13;-0.1973;-24.746;96.191
6,82E+13;-0.0475;-23.764;96.035
6,82E+13;-0.2008;-23.644;95.473
6,82E+13;0.0962;-22.326;94.395
6,82E+13;-0.3482;-23.345;96.071
6,82E+13;-0.1014;-23.608;91.520
6,82E+13;-0.3793;-22.853;92.993
6,82E+13;0.0830;-24.506;93.556
6,82E+13;0.0183;-23.213;92.334
6,82E+13;-0.0763;-23.464;91.400
6,82E+13;-0.1601;-24.806;101.341
6,82E+13;0.0064;-24.842;87.304
6,82E+13;-0.2380;-26.758;95.616
6,82E+13;0.1190;-25.848;96.431
6,82E+13;0.0603;-24.003;94.502
6,82E+13;0.2160;-24.746;92.310
6,82E+13;0.0052;-25.237;97.760
6,82E+13;-0.0667;-27.597;89.041
6,82E+13;-0.1793;-25.524;99.042
6,82E+13;0.1609;-26.159;90.478
6,82E+13;-0.0260;-26.662;98.179
6,82E+13;0.3310;-26.039;95.712
6,82E+13;-0.0248;-25.285;94.191
6,82E+13;-0.3242;-26.626;94.562
6,82E+13;0.2723;-29.046;94.263
6,82E+13;-0.1146;-28.171;96.646
6,82E+13;0.2555;-24.878;87.352
6,82E+13;-0.1469;-27.836;93.544
6,82E+13;-0.1362;-26.674;95.377
6,82E+13;0.1393;-28.471;90.322
6,82E+13;-0.1841;-27.129;96.479
6,82E+13;0.1932;-27.525;95.856
6,82E+13;0.3513;-29.429;85.016
6,82E+13;-0.3709;-29.237;98.994
6,82E+13;0.0100;-28.279;93.736
6,82E+13;0.1058;-31.178;93.880
6,82E+13;0.2579;-28.878;98.203
6,82E+13;-0.0368;-33.034;93.915
6,82E+13;0.0962;-29.549;101.353
6,82E+13;0.1800;-30.483;94.383
6,82E+13;0.2854;-30.028;94.922
6,82E+13;0.0830;-31.178;95.281
6,82E+13;-0.3446;-31.669;96.335
6,82E+13;0.0663;-31.334;97.557
6,82E+13;0.5010;-30.172;96.263
6,82E+13;0.2986;-28.603;96.586
6,82E+13;0.1752;-29.980;96.131
6,82E+13;0.2531;-26.063;92.239
6,82E+13;-0.2344;-29.800;93.844
6,82E+13;0.1573;-24.015;100.898
6,82E+13;0.0794;-22.362;89.723
6,82E+13;-0.1709;-22.829;96.730
6,82E+13;0.3226;-21.320;91.568
6,82E+13;0.0878;-25.213;101.701
6,82E+13;0.2878;-25.572;89.268
6,82E+13;0.2495;-25.477;88.262
6,82E+13;0.0255;-30.052;95.065
6,82E+13;0.1884;-27.213;91.927
6,82E+13;-0.3949;-28.016;89.532
6,82E+13;0.2124;-22.099;99.389
6,82E+13;0.2687;-25.740;95.149
6,82E+13;0.3992;-24.267;96.419
6,82E+13;0.2663;-25.165;96.922
6,82E+13;0.3238;-24.087;94.574
6,82E+13;0.2303;-24.387;90.670
6,82E+13;0.0124;-27.537;92.502
6,82E+13;0.2088;-27.022;97.281
6,82E+13;0.1405;-27.561;96.167
6,82E+13;0.4076;-24.554;93.604
6,82E+13;0.3322;-27.549;95.317
6,82E+13;0.5202;-25.512;95.556
6,82E+13;0.4723;-24.590;91.101
6,82E+13;0.2771;-23.368;94.155
6,82E+13;0.5178;-21.919;94.095
6,82E+13;0.0339;-26.866;91.999
6,82E+13;0.3980;-24.902;97.796
6,82E+13;0.4495;-27.093;94.610
6,82E+13;0.4172;-27.656;97.413
6,82E+13;0.2124;-26.255;94.993
6,82E+13;0.0543;-25.992;96.371
6,82E+13;0.0255;-25.812;94.203
6,82E+13;-0.0523;-23.428;103.090
6,82E+13;0.1729;-21.320;90.298
6,82E+13;0.2795;-21.584;99.844
6,82E+13;0.2399;-22.590;93.376
6,82E+13;0.0722;-23.800;101.485
6,82E+13;0.0195;-22.925;95.461
6,82E+13;0.1297;-23.728;95.856
6,82E+13;0.1932;-21.416;101.186
6,82E+13;0.4507;-21.320;93.820
6,82E+13;0.3813;-20.662;97.916
6,82E+13;0.4627;-23.129;91.017
6,82E+13;0.0291;-22.326;98.826
6,82E+13;-0.0439;-20.769;92.406
6,82E+13;0.1717;-19.608;94.718
6,82E+13;0.4388;-21.787;98.000
6,82E+13;0.8963;-21.380;95.952
6,82E+13;0.5525;-21.380;91.221
6,82E+13;0.2160;-22.566;93.161
6,82E+13;0.1082;-22.267;94.419
6,82E+13;0.3154;-19.835;93.820
6,82E+13;0.5214;-21.560;91.759
6,82E+13;0.5034;-21.728;103.150
6,82E+13;0.7226;-20.338;88.322
6,82E+13;0.4388;-22.554;95.556
6,82E+13;0.2327;-21.404;92.334
6,82E+13;0.4184;-21.332;93.927
6,82E+13;0.2974;-21.440;96.491
6,82E+13;0.5789;-21.081;92.298
6,82E+13;0.5945;-23.452;97.449
6,82E+13;0.6196;-22.506;94.430
6,82E+13;0.3202;-22.207;94.071
6,82E+13;0.3058;-20.638;97.365
6,82E+13;0.5705;-21.500;93.939
6,82E+13;0.4903;-22.003;98.000
6,82E+13;0.7729;-20.374;94.407
6,82E+13;0.5525;-23.141;94.778
6,82E+13;0.5945;-22.027;96.706
6,82E+13;0.3884;-21.093;92.778
6,82E+13;0.3861;-22.231;98.144
6,82E+13;0.6807;-19.979;92.298
6,82E+13;0.4531;-22.350;98.191
6,82E+13;0.7777;-22.889;97.089
6,82E+13;0.7262;-22.362;97.221
6,82E+13;0.7082;-22.494;96.299
6,82E+13;0.8580;-20.374;97.054
6,82E+13;0.6184;-22.470;95.532
6,82E+13;0.7466;-21.716;96.395
6,82E+13;0.5166;-21.524;95.401
6,82E+13;0.5166;-21.979;93.125
6,82E+13;0.8376;-20.686;95.808
6,82E+13;0.6496;-21.668;94.323
6,82E+13;0.9131;-20.638;92.730
6,82E+13;0.7669;-20.542;92.969
6,82E+13;0.7214;-20.733;91.927
6,82E+13;0.5849;-20.482;94.107
6,82E+13;0.5477;-22.255;96.515
6,82E+13;0.6651;-18.985;92.215
6,82E+13;0.7154;-22.578;89.184
6,82E+13;0.8053;-22.123;95.197
6,82E+13;0.4903;-21.787;95.125
6,82E+13;0.5130;-19.739;94.299
6,82E+13;0.8388;-21.907;91.915
6,82E+13;0.8640;-22.638;98.527
6,82E+13;0.8640;-23.093;93.580
6,82E+13;0.6999;-21.009;92.418
6,82E+13;0.4675;-21.500;95.089
6,82E+13;0.9238;-21.847;97.377
6,82E+13;10.580;-21.476;95.940
6,82E+13;0.9502;-22.111;90.969
6,82E+13;0.8771;-23.237;100.036
6,82E+13;0.8400;-24.638;102.491
6,82E+13;0.6172;-21.141;98.383
6,82E+13;10.939;-22.985;91.077
6,82E+13;10.819;-23.285;103.258
6,82E+13;0.7681;-23.368;101.353
6,82E+13;0.7957;-22.051;96.634
6,82E+13;0.8723;-22.015;96.515
6,82E+13;0.8927;-22.961;101.485
6,82E+13;11.969;-21.608;93.125
6,82E+13;11.694;-23.129;97.125
6,82E+13;0.8089;-22.374;101.210
6,82E+13;10.544;-20.518;94.598
6,82E+13;0.9526;-21.009;94.874
6,82E+13;13.359;-20.841;92.993
6,82E+13;11.430;-22.794;97.389
6,82E+13;11.179;-21.320;94.502
6,82E+13;11.933;-20.578;92.370
6,82E+13;11.550;-21.668;98.718
6,82E+13;13.239;-20.805;90.550
6,82E+13;11.059;-21.787;95.568
6,82E+13;10.688;-21.763;95.029
6,82E+13;10.592;-22.087;95.281
6,82E+13;11.586;-21.440;94.215
6,82E+13;13.766;-21.464;91.484
6,82E+13;11.311;-21.919;97.089
6,82E+13;11.790;-21.716;92.191
6,82E+13;10.891;-21.728;95.137
6,82E+13;10.867;-21.260;96.910
6,82E+13;11.634;-22.434;92.382
6,82E+13;0.8640;-21.763;95.437
6,82E+13;10.256;-22.422;93.544
6,82E+13;10.616;-20.650;95.365
6,82E+13;11.430;-21.680;94.071
6,82E+13;11.574;-21.668;95.844
6,82E+13;10.113;-21.248;95.077
6,82E+13;11.945;-23.692;94.730
6,82E+13;13.239;-20.278;96.371
6,82E+13;11.742;-22.051;91.185
6,82E+13;12.101;-21.847;97.916
6,82E+13;0.9837;-21.704;95.844
6,82E+13;0.9718;-22.087;95.844
6,82E+13;12.065;-21.189;95.544
6,82E+13;13.203;-23.931;99.030
6,82E+13;11.981;-21.704;98.191
6,82E+13;11.849;-22.291;92.538
6,82E+13;11.311;-21.236;96.622
6,82E+13;12.963;-21.308;94.035
6,82E+13;12.915;-22.913;96.023
6,82E+13;11.454;-20.099;93.700
6,82E+13;12.712;-20.889;89.783
6,82E+13;13.191;-21.009;97.808
6,82E+13;14.425;-21.464;90.682
6,82E+13;12.592;-21.296;94.706
6,82E+13;12.676;-20.697;93.903
6,82E+13;13.347;-20.494;93.796
6,82E+13;13.766;-20.170;100.503
6,82E+13;12.113;-20.254;94.490
6,82E+13;12.915;-19.188;96.335
6,82E+13;12.472;-20.350;98.155
6,82E+13;13.407;-20.051;98.084
6,82E+13;14.137;-18.637;97.042
6,82E+13;13.107;-20.674;93.772
6,82E+13;11.071;-17.775;98.671
6,82E+13;12.688;-19.835;95.628
6,82E+13;15.874;-18.062;94.239
6,82E+13;14.245;-18.182;92.837
6,82E+13;14.149;-19.596;97.185
6,82E+13;12.197;-17.547;96.035
6,82E+13;12.712;-19.679;95.461
6,82E+13;11.370;-18.877;97.365
6,82E+13;11.598;-23.105;103.881
6,82E+13;15.095;-17.116;104.012
6,82E+13;15.515;-17.140;84.046
6,82E+13;14.820;-20.733;100.743
6,82E+13;18.150;-17.991;98.527
6,82E+13;13.191;-17.356;86.621
6,82E+13;12.904;-17.428;89.759
6,82E+13;15.347;-17.811;98.096
6,82E+13;10.748;-19.140;96.239
6,82E+13;13.143;-20.218;91.280
6,82E+13;10.568;-17.404;98.072
6,82E+13;13.694;-19.476;102.228
6,82E+13;12.664;-17.032;93.424
6,82E+13;0.9490;-21.153;89.148
6,82E+13;13.922;-18.745;104.300
6,82E+13;13.490;-18.997;91.221
6,82E+13;11.526;-19.787;97.593
6,82E+13;13.874;-16.853;92.538
6,82E+13;12.185;-18.230;94.814
6,82E+13;12.724;-19.476;94.538
6,82E+13;15.012;-17.272;92.035
6,82E+13;13.155;-15.379;87.064
6,82E+13;10.340;-19.572;93.029
6,82E+13;11.610;-15.248;95.077
6,82E+13;11.430;-18.530;89.544
6,82E+13;14.724;-16.625;92.586
6,82E+13;11.215;-20.662;95.401
6,82E+13;11.131;-19.548;101.102
6,82E+13;13.023;-16.996;92.837
6,82E+13;12.197;-20.266;97.377
6,82E+13;15.179;-19.440;97.485
6,82E+13;0.9837;-19.883;94.562
6,82E+13;0.9238;-18.350;95.317
6,82E+13;11.035;-18.937;95.916
6,82E+13;11.957;-20.123;100.132
6,82E+13;0.9550;-22.099;100.539
6,82E+13;0.9526;-19.200;101.054
6,82E+13;0.8687;-20.626;100.419
6,82E+13;11.706;-19.715;104.659
6,82E+13;0.8580;-20.099;100.204
6,82E+13;0.8196;-21.488;99.641
6,82E+13;0.7633;-19.104;101.365
6,82E+13;0.8951;-20.099;100.994
6,82E+13;10.700;-18.997;100.934
6,82E+13;11.227;-14.900;91.388
6,82E+13;0.7669;-18.733;89.364
6,82E+13;11.658;-20.709;101.773
6,82E+13;13.323;-17.619;102.360
6,82E+13;0.9957;-18.518;86.957
6,82E+13;10.352;-17.739;98.132
6,82E+13;0.8340;-20.206;103.617
6,82E+13;0.8352;-18.589;96.670
6,82E+13;0.9610;-18.374;93.580
6,82E+13;0.9538;-16.493;90.813
6,82E+13;10.268;-12.960;87.591
6,82E+13;0.1908;-18.649;79.830
6,82E+13;0.5681;-16.086;91.927
6,82E+13;10.472;-16.254;88.070
6,82E+13;10.963;-18.601;92.418
6,82E+13;0.9430;-16.841;93.065
6,82E+13;0.3837;-18.649;95.556
6,82E+13;0.6555;-17.272;91.795
6,82E+13;0.9909;-17.559;90.478
6,82E+13;0.4783;-19.452;98.671
6,82E+13;0.5789;-15.511;93.029
6,82E+13;-0.3661;-20.039;86.525
6,82E+13;-0.0463;-14.062;101.569
6,82E+13;0.2375;-20.614;84.765
6,82E+13;0.3082;-19.847;114.577
6,82E+13;0.0016;-18.841;84.848
6,82E+13;-0.0895;-18.518;100.048
6,82E+13;-0.3829;-19.883;101.557
6,82E+13;-0.4128;-19.679;98.287
6,82E+13;-0.6883;-16.829;93.580
6,82E+13;-0.8021;-18.098;87.699
6,82E+13;-0.7207;-17.104;101.713
6,82E+13;-0.9866;-18.338;94.155
6,82E+13;-11.507;-19.140;91.736
6,82E+13;-0.9231;-19.152;98.647
6,82E+13;-0.9506;-19.560;105.066
6,82E+13;-0.8369;-21.344;98.970
6,82E+13;-0.9470;-20.099;105.965
6,82E+13;-10.812;-23.716;105.078
6,82E+13;-0.6548;-17.500;107.905
6,82E+13;-13.243;-21.093;81.686
6,82E+13;-12.788;-22.578;111.223
6,82E+13;-10.129;-18.817;98.132
6,82E+13;-15.100;-21.775;99.772
6,82E+13;-12.633;-18.661;108.456
6,82E+13;-12.034;-19.260;91.065
6,82E+13;-15.399;-18.326;105.594
6,82E+13;-10.932;-18.074;87.220
6,82E+13;-17.939;-17.919;100.383
6,82E+13;-21.089;-17.212;96.335
6,82E+13;-16.693;-16.661;88.550
6,82E+13;-19.220;-18.338;98.108
6,82E+13;-21.388;-19.140;93.688
6,82E+13;-23.089;-17.763;99.701
6,82E+13;-22.023;-20.745;98.766
6,82E+13;-20.059;-13.535;96.754
6,82E+13;-20.933;-17.667;87.723
6,82E+13;-23.281;-16.961;92.694
6,82E+13;-27.413;-17.224;90.059
6,82E+13;-22.107;-17.464;101.653
6,82E+13;-20.633;-14.924;85.843
6,82E+13;-26.646;-19.907;90.310
6,82E+13;-23.927;-18.565;101.114
6,82E+13;-22.514;-17.775;90.622
6,82E+13;-25.628;-19.140;100.826
6,82E+13;-20.645;-17.859;93.484
6,82E+13;-22.310;-21.632;99.832
6,82E+13;-20.801;-19.751;100.683
6,82E+13;-21.999;-20.147;96.000
6,82E+13;-21.101;-21.141;101.234
6,82E+13;-19.556;-23.057;98.659
6,82E+13;-19.879;-21.728;96.838
6,82E+13;-21.831;-23.428;93.592
6,82E+13;-26.227;-23.572;95.532
6,82E+13;-20.310;-18.314;96.035
6,82E+13;-21.867;-18.817;98.599
6,82E+13;-20.310;-19.548;98.671
6,82E+13;-20.969;-18.997;90.921
6,82E+13;-21.999;-17.871;99.066
6,82E+13;-19.855;-17.104;94.311
6,82E+13;-20.083;-19.620;95.269
6,82E+13;-23.915;-20.218;93.341
6,82E+13;-22.370;-19.128;89.699
6,82E+13;-22.023;-20.697;98.587
6,82E+13;-22.131;-22.578;93.341
6,82E+13;-23.676;-21.608;93.293
6,82E+13;-23.233;-20.003;93.915
6,82E+13;-21.676;-20.590;94.706
6,82E+13;-21.208;-21.632;101.018
6,82E+13;-22.993;-21.033;91.748
6,82E+13;-21.699;-21.452;97.808
6,82E+13;-21.280;-24.554;101.222
6,82E+13;-22.897;-22.829;94.454
6,82E+13;-22.286;-24.063;102.635
6,82E+13;-16.885;-22.051;98.311
6,82E+13;-18.885;-25.836;99.605
6,82E+13;-21.843;-22.362;106.013
6,82E+13;-16.633;-23.572;96.191
6,82E+13;-13.459;-19.560;103.054
6,82E+13;-17.292;-21.488;94.418
6,82E+13;-19.256;-19.943;97.030
6,82E+13;-14.034;-19.284;89.915
6,82E+13;-12.309;-19.991;96.000
6,82E+13;-15.938;-20.889;93.796
6,82E+13;-15.687;-20.602;95.988
6,82E+13;-14.166;-21.045;91.496
6,82E+13;-11.147;-18.446;89.472
6,82E+13;-13.986;-22.494;100.108
6,82E+13;-12.153;-19.045;95.329
6,82E+13;-13.004;-17.667;83.315
6,82E+13;-11.447;-20.374;96.395
6,82E+13;-14.058;-19.081;86.106
6,82E+13;-14.046;-21.105;89.580
6,82E+13;-10.716;-19.931;95.712
6,82E+13;-11.399;-23.225;87.495
6,82E+13;-11.722;-22.350;108.744
6,82E+13;-11.099;-20.865;88.226
6,82E+13;-0.7147;-21.967;91.736
6,82E+13;-0.7494;-21.165;101.845
6,82E+13;-0.9698;-22.626;94.371
6,82E+13;-0.3182;-20.494;97.640
6,82E+13;-0.2919;-22.638;95.185
6,82E+13;-0.2607;-23.943;100.144
6,82E+13;-0.0523;-22.422;99.437
6,82E+13;0.0004;-22.578;95.269
6,82E+13;0.2747;-22.710;96.874
6,82E+13;0.2519;-22.470;97.640
6,82E+13;0.4855;-23.584;98.874
6,82E+13;0.8484;-21.033;97.137
6,82E+13;0.7717;-22.338;93.616
6,82E+13;0.9262;-22.614;99.892
6,82E+13;0.9921;-22.578;98.048
6,82E+13;11.466;-23.788;97.928
6,82E+13;12.029;-21.680;96.467
6,82E+13;0.8484;-23.321;95.880
6,82E+13;0.8652;-23.476;99.162
6,82E+13;0.7693;-22.794;92.598
6,82E+13;0.5873;-23.356;94.071
6,82E+13;0.7550;-25.033;96.035
6,82E+13;0.8879;-26.291;96.347
6,82E+13;0.8855;-24.973;95.053
6,82E+13;0.7885;-27.309;91.939
6,82E+13;0.7023;-27.620;98.024
6,82E+13;0.6771;-27.992;95.185
6,82E+13;0.5825;-29.848;94.538
6,82E+13;0.8592;-29.058;95.556
6,82E+13;0.7993;-30.962;93.436
6,82E+13;0.7693;-29.285;93.736
6,82E+13;10.819;-28.938;84.872
6,82E+13;13.035;-30.902;93.233
6,82E+13;12.508;-30.279;90.406
6,82E+13;12.329;-31.070;90.011
6,82E+13;17.000;-31.369;90.729
6,82E+13;17.024;-33.382;93.341
6,82E+13;17.251;-31.310;94.227
6,82E+13;20.222;-35.382;93.352
6,82E+13;21.935;-33.238;93.173
6,82E+13;20.234;-33.573;90.119
6,82E+13;21.551;-36.280;93.101
6,82E+13;20.461;-35.286;91.795
6,82E+13;21.719;-37.143;89.831
6,82E+13;22.917;-34.591;91.688
6,82E+13;20.234;-39.107;90.777
6,82E+13;19.048;-37.765;98.155
6,82E+13;20.976;-36.592;91.448
6,82E+13;20.845;-36.017;92.478
6,82E+13;16.724;-38.352;97.317
6,82E+13;17.647;-34.771;93.125
6,82E+13;20.126;-35.418;87.939
6,82E+13;16.928;-36.879;95.041
6,82E+13;19.276;-36.388;94.634
6,82E+13;17.024;-37.011;90.262
6,82E+13;12.963;-35.681;91.472
6,82E+13;18.317;-38.568;90.861
6,82E+13;13.562;-39.754;90.705
6,82E+13;11.778;-39.850;91.280
6,82E+13;16.569;-41.023;90.682
6,82E+13;12.520;-42.137;88.741
6,82E+13;12.400;-41.143;91.963
6,82E+13;14.760;-43.587;88.238
6,82E+13;12.772;-43.059;92.370
6,82E+13;15.910;-41.874;87.328
6,82E+13;14.185;-43.263;93.209
6,82E+13;14.580;-45.599;93.508
6,82E+13;15.898;-43.239;92.478
6,82E+13;12.736;-45.012;87.723
6,82E+13;13.790;-44.988;93.185
6,82E+13;11.933;-45.671;93.329
6,82E+13;12.904;-45.000;91.915
6,82E+13;13.023;-44.724;91.185
6,82E+13;13.646;-47.132;91.616
6,82E+13;14.269;-45.659;95.353
6,82E+13;12.149;-44.353;90.849
6,82E+13;14.353;-45.874;91.807
6,82E+13;12.796;-47.036;93.760
6,82E+13;14.844;-47.084;89.136
6,82E+13;11.957;-45.587;92.897
6,82E+13;15.910;-45.766;91.843
6,82E+13;12.556;-47.216;92.203
6,82E+13;16.209;-46.102;89.939
6,82E+13;13.299;-46.605;94.095
6,82E+13;13.550;-46.617;91.748
6,82E+13;13.958;-45.203;94.179
6,82E+13;10.400;-46.018;92.814
6,82E+13;14.437;-46.844;88.873
6,82E+13;10.137;-47.323;98.036
6,82E+13;14.065;-47.180;89.879
6,82E+13;12.640;-44.796;91.855
6,82E+13;10.616;-45.323;91.173
6,82E+13;14.221;-46.509;86.322
6,82E+13;10.532;-45.874;95.113
6,82E+13;12.113;-44.449;86.226
6,82E+13;11.562;-45.395;92.885
6,82E+13;11.742;-45.467;91.867
6,82E+13;11.682;-45.766;87.268
6,82E+13;0.7094;-45.623;92.071
6,82E+13;12.341;-45.191;90.262
6,82E+13;0.9214;-47.982;92.825
6,82E+13;12.329;-43.790;88.430
6,82E+13;0.8819;-46.042;88.753
6,82E+13;10.125;-46.617;91.185
6,82E+13;10.520;-46.665;91.113
6,82E+13;0.9694;-45.635;94.622
6,82E+13;12.017;-44.425;85.292
6,82E+13;0.7454;-46.449;95.053
6,82E+13;10.568;-46.425;90.777
6,82E+13;0.7777;-45.431;90.981
6,82E+13;0.7454;-46.138;92.610
6,82E+13;10.831;-47.635;89.903
6,82E+13;0.5573;-46.006;94.934
6,82E+13;11.119;-45.623;82.716
6,82E+13;0.7933;-45.910;93.089
6,82E+13;0.8412;-45.886;90.370
6,82E+13;10.843;-46.018;88.394
6,82E+13;0.8220;-45.060;93.341
6,82E+13;11.430;-44.641;85.160
6,82E+13;0.7358;-46.904;92.682
6,82E+13;0.8807;-42.676;93.616
6,82E+13;10.855;-42.449;87.903
6,82E+13;0.7825;-40.951;98.179
6,82E+13;10.101;-41.359;88.597
6,82E+13;0.8160;-40.329;95.736
6,82E+13;0.8280;-39.670;93.197
6,82E+13;10.472;-39.646;90.538
6,82E+13;0.8101;-40.269;93.999
6,82E+13;10.221;-40.784;90.454
6,82E+13;0.9143;-38.209;93.113
6,82E+13;0.8184;-38.592;90.478
6,82E+13;0.9706;-38.436;89.819
6,82E+13;0.9646;-39.490;91.640
6,82E+13;0.8556;-39.155;93.448
6,82E+13;11.873;-40.125;91.484
6,82E+13;0.8292;-39.466;93.652
6,82E+13;10.352;-39.466;91.987
6,82E+13;10.520;-41.035;90.190
6,82E+13;0.8747;-40.951;94.838
6,82E+13;11.083;-40.281;90.921
6,82E+13;0.9490;-40.221;93.700
6,82E+13;0.9179;-39.909;92.538
6,82E+13;0.9286;-39.742;88.334
6,82E+13;10.616;-38.304;94.502
6,82E+13;10.760;-37.107;94.395
6,82E+13;10.795;-36.604;93.101
6,82E+13;10.963;-35.490;94.730
6,82E+13;11.526;-34.867;90.885
6,82E+13;11.299;-35.322;94.706
6,82E+13;11.945;-35.226;91.712
6,82E+13;10.292;-36.616;96.012
6,82E+13;12.017;-35.849;90.286
6,82E+13;10.568;-34.891;93.293
6,82E+13;11.011;-36.364;90.658
6,82E+13;10.939;-35.538;92.933
6,82E+13;10.544;-37.214;93.137
6,82E+13;12.616;-35.538;92.766
6,82E+13;11.897;-36.125;92.310
6,82E+13;10.316;-36.172;93.293
6,82E+13;11.263;-35.957;91.436
6,82E+13;10.041;-35.154;92.143
6,82E+13;11.754;-36.891;92.382
6,82E+13;10.664;-34.520;94.502
6,82E+13;10.149;-36.256;90.693
6,82E+13;0.9370;-34.771;95.041
6,82E+13;0.9718;-35.586;90.861
6,82E+13;10.700;-36.125;92.634
6,82E+13;12.125;-36.029;91.807
6,82E+13;10.676;-36.328;95.820
6,82E+13;10.736;-36.304;88.825
6,82E+13;11.251;-36.400;92.981
6,82E+13;12.065;-37.598;93.556
6,82E+13;11.706;-36.220;92.083
6,82E+13;13.862;-38.053;91.256
6,82E+13;11.981;-36.783;94.478
6,82E+13;12.592;-37.993;92.119
6,82E+13;13.466;-35.609;94.227
6,82E+13;13.838;-37.777;91.017
6,82E+13;14.700;-36.855;92.921
6,82E+13;14.784;-37.310;92.442
6,82E+13;16.149;-37.071;93.520
6,82E+13;13.742;-35.909;91.855
6,82E+13;15.107;-37.083;90.502
6,82E+13;13.538;-35.693;95.832
6,82E+13;14.748;-37.550;90.957
